Claim_ID,Customer_ID,Policy_Type,Claim_Amount,Status,Processing_Time_Days,Region,Submission_Date,Approval_Date
3561,14814,Motor,75710.31,Rejected,38.0,South,2024-12-20,2025-01-27
3562,16134,Motor,29917.68,Approved,4.0,West,2024-07-19,2024-07-23
3563,13522,Motor,28681.31,Rejected,38.0,West,2024-02-21,2024-03-30
3564,14418,Health,59899.33,Rejected,32.0,West,2024-03-12,2024-04-13
3565,16818,Motor,15408.22,Approved,36.0,North,2024-01-21,2024-02-26
3566,18124,Health,139259.88,Approved,16.0,West,2024-01-16,2024-02-01
3567,18162,Motor,19427.83,Approved,18.0,East,2024-01-16,2024-02-03
3568,15489,Motor,44641.46,Approved,16.0,East,2024-06-23,2024-07-09
3569,16085,Motor,23115.44,Approved,6.0,South,2024-11-07,2024-11-13
3570,19037,Motor,17317.71,Approved,23.0,West,2024-12-03,2024-12-26
3571,14185,Property,57211.57,Approved,12.0,East,2024-03-18,2024-03-30
3572,14226,Motor,116520.3,Pending,,South,2024-08-27,
3573,18096,Motor,193113.68,Approved,15.0,West,2024-02-06,2024-02-21
3574,13881,Motor,175733.55,Approved,40.0,North,2024-08-19,2024-09-28
3575,17692,Motor,175807.12,Approved,4.0,East,2024-07-31,2024-08-04
3576,19244,Motor,39333.07,Approved,43.0,North,2024-07-11,2024-08-23
3577,13615,Motor,56656.9,Approved,12.0,West,2024-02-29,2024-03-12
3578,16805,Health,19896.7,Approved,31.0,East,2024-07-07,2024-08-07
3579,13157,Health,156801.33,Approved,39.0,West,2024-09-23,2024-11-01
3580,12105,Motor,18614.18,Rejected,6.0,North,2024-05-05,2024-05-11
3581,15176,Motor,113555.66,Pending,,East,2024-07-21,
3582,10993,Property,53335.74,Approved,14.0,North,2024-11-17,2024-12-01
3583,13096,Motor,52471.9,Approved,22.0,West,2024-02-01,2024-02-23
3584,10189,Motor,198191.39,Approved,38.0,West,2024-11-07,2024-12-15
3585,12898,Motor,152572.06,Rejected,26.0,North,2024-09-17,2024-10-13
3586,15856,Motor,168203.17,Approved,22.0,East,2024-12-11,2025-01-02
3587,14249,Health,116536.62,Pending,,North,2024-04-03,
3588,15388,Motor,174847.79,Approved,42.0,West,2024-11-23,2025-01-04
3589,17046,Health,130870.66,Approved,5.0,North,2024-04-09,2024-04-14
3590,13411,Motor,189503.87,Approved,30.0,West,2024-10-11,2024-11-10
3591,19238,Motor,59861.02,Pending,,North,2024-11-10,
3592,10605,Health,121087.31,Rejected,24.0,East,2024-01-25,2024-02-18
3593,11366,Motor,139575.61,Approved,8.0,East,2024-12-18,2024-12-26
3594,16482,Health,81622.77,Approved,10.0,North,2024-12-22,2025-01-01
3595,19256,Motor,176543.06,Approved,24.0,North,2024-04-26,2024-05-20
3596,15795,Health,196061.62,Approved,4.0,East,2024-07-17,2024-07-21
3597,10517,Motor,101285.05,Rejected,10.0,West,2024-10-05,2024-10-15
3598,15218,Travel,81174.93,Rejected,5.0,East,2024-03-10,2024-03-15
3599,13807,Motor,97027.9,Rejected,26.0,West,2024-11-30,2024-12-26
3600,15435,Travel,171283.67,Pending,,North,2024-03-19,
3601,12272,Motor,130866.34,Approved,19.0,North,2024-12-19,2025-01-07
3602,12308,Health,13730.61,Rejected,8.0,West,2024-01-14,2024-01-22
3603,19294,Motor,110723.13,Rejected,36.0,North,2024-01-29,2024-03-05
3604,14792,Property,8373.52,Approved,32.0,West,2024-05-23,2024-06-24
3605,10810,Motor,156814.4,Rejected,39.0,South,2024-12-08,2025-01-16
3606,18268,Motor,69020.89,Approved,33.0,East,2024-01-10,2024-02-12
3607,12309,Motor,97041.46,Rejected,36.0,South,2024-02-16,2024-03-23
3608,17908,Motor,160742.23,Approved,29.0,West,2024-09-16,2024-10-15
3609,19217,Motor,14057.52,Approved,6.0,East,2024-01-12,2024-01-18
3610,14439,Property,35915.6,Approved,31.0,West,2024-10-24,2024-11-24
3611,16389,Property,82602.27,Approved,23.0,East,2024-08-13,2024-09-05
3612,13558,Motor,49835.41,Approved,18.0,East,2024-09-16,2024-10-04
3613,18008,Property,70890.78,Approved,11.0,East,2024-03-24,2024-04-04
3614,10845,Health,199644.07,Approved,8.0,East,2024-12-13,2024-12-21
3615,18884,Motor,165955.82,Approved,5.0,West,2024-12-13,2024-12-18
3616,11332,Health,177360.85,Rejected,43.0,East,2024-01-06,2024-02-18
3617,16300,Health,187725.65,Pending,,East,2024-09-03,
3618,11274,Property,71482.5,Approved,8.0,South,2024-02-04,2024-02-12
3619,17166,Motor,62930.01,Rejected,24.0,North,2024-06-23,2024-07-17
3620,19436,Health,50642.19,Approved,12.0,North,2024-03-05,2024-03-17
3621,10337,Motor,166872.8,Rejected,9.0,South,2024-05-26,2024-06-04
3622,13294,Motor,137512.61,Approved,9.0,South,2024-02-26,2024-03-06
3623,10336,Motor,51053.54,Approved,38.0,West,2024-07-11,2024-08-18
3624,11867,Property,78513.8,Approved,6.0,West,2024-01-13,2024-01-19
3625,16914,Travel,103808.79,Approved,8.0,West,2024-01-18,2024-01-26
3626,10494,Health,107987.31,Rejected,23.0,South,2024-09-02,2024-09-25
3627,14642,Health,178301.91,Rejected,37.0,South,2024-06-11,2024-07-18
3628,13886,Motor,79210.4,Approved,3.0,East,2024-12-08,2024-12-11
3629,18352,Motor,182162.19,Approved,25.0,West,2024-04-23,2024-05-18
3630,12036,Motor,91066.67,Rejected,3.0,West,2024-10-08,2024-10-11
3631,19933,Motor,150542.67,Rejected,13.0,West,2024-08-20,2024-09-02
3632,19699,Health,186399.59,Approved,43.0,North,2024-06-14,2024-07-27
3633,15083,Health,181977.26,Approved,27.0,East,2024-11-17,2024-12-14
3634,13560,Motor,16105.81,Approved,39.0,West,2024-01-26,2024-03-05
3635,19567,Motor,45112.34,Approved,7.0,West,2024-05-05,2024-05-12
3636,19745,Motor,97996.56,Approved,24.0,West,2024-11-08,2024-12-02
3637,12281,Motor,89153.09,Approved,3.0,North,2024-10-07,2024-10-10
3638,11601,Property,129973.87,Rejected,27.0,North,2024-10-12,2024-11-08
3639,11299,Health,189218.26,Approved,15.0,South,2024-10-09,2024-10-24
3640,18902,Travel,26918.92,Pending,,East,2024-05-18,
3641,14167,Motor,93112.44,Rejected,39.0,South,2024-04-10,2024-05-19
3642,12046,Motor,42520.15,Pending,,East,2024-01-11,
3643,12881,Motor,179350.98,Approved,15.0,North,2024-08-03,2024-08-18
3644,15474,Travel,193093.14,Rejected,31.0,West,2024-01-30,2024-03-01
3645,11817,Health,98346.83,Approved,14.0,South,2024-04-03,2024-04-17
3646,12198,Motor,25282.01,Approved,41.0,West,2024-04-25,2024-06-05
3647,13332,Health,158132.46,Approved,32.0,South,2024-09-27,2024-10-29
3648,11103,Motor,140942.56,Approved,38.0,North,2024-10-17,2024-11-24
3649,13177,Health,74160.81,Rejected,39.0,North,2024-02-08,2024-03-18
3650,14815,Property,178044.46,Rejected,23.0,North,2024-01-24,2024-02-16
3651,12177,Health,195287.22,Approved,29.0,South,2024-09-20,2024-10-19
3652,11194,Health,113781.5,Approved,20.0,East,2024-02-12,2024-03-03
3653,14501,Motor,115316.94,Approved,44.0,South,2024-06-18,2024-08-01
3654,16041,Motor,63015.13,Approved,17.0,East,2024-12-05,2024-12-22
3655,18727,Motor,118978.68,Rejected,6.0,South,2024-06-17,2024-06-23
3656,17060,Motor,90730.25,Approved,3.0,South,2024-10-29,2024-11-01
3657,19261,Health,63927.25,Pending,,North,2024-01-26,
3658,18324,Health,18101.11,Approved,20.0,West,2024-06-28,2024-07-18
3659,10263,Motor,54278.03,Approved,21.0,West,2024-05-29,2024-06-19
3660,14462,Travel,43581.66,Approved,30.0,East,2024-05-12,2024-06-11
3661,16968,Motor,110698.19,Approved,26.0,West,2024-05-22,2024-06-17
3662,12052,Motor,122325.65,Approved,18.0,South,2024-06-12,2024-06-30
3663,14946,Motor,123671.49,Rejected,14.0,South,2024-04-10,2024-04-24
3664,15825,Motor,80695.3,Rejected,17.0,North,2024-03-03,2024-03-20
3665,16044,Motor,87139.8,Approved,36.0,North,2024-04-02,2024-05-08
3666,14089,Motor,167676.49,Approved,37.0,West,2024-07-25,2024-08-31
3667,10357,Motor,97865.4,Approved,40.0,East,2024-11-06,2024-12-16
3668,15505,Property,197615.8,Approved,4.0,West,2024-03-12,2024-03-16
3669,14420,Motor,90725.36,Approved,10.0,West,2024-02-29,2024-03-10
3670,18942,Motor,131668.28,Approved,41.0,West,2024-01-29,2024-03-10
3671,13250,Motor,14820.78,Rejected,30.0,West,2024-01-19,2024-02-18
3672,16562,Health,132401.29,Rejected,6.0,South,2024-03-13,2024-03-19
3673,12258,Motor,171028.15,Pending,,East,2024-12-22,
3674,19102,Travel,188779.28,Approved,11.0,South,2024-09-02,2024-09-13
3675,13810,Health,199477.52,Pending,,East,2024-11-08,
3676,10583,Health,60024.84,Approved,12.0,North,2024-11-19,2024-12-01
3677,13438,Health,117197.16,Approved,18.0,West,2024-03-27,2024-04-14
3678,18768,Motor,92890.01,Pending,,South,2024-12-24,
3679,16357,Motor,114944.41,Approved,42.0,East,2024-07-01,2024-08-12
3680,19344,Motor,35703.33,Approved,9.0,North,2024-07-15,2024-07-24
3681,16146,Health,171949.17,Rejected,3.0,North,2024-08-31,2024-09-03
3682,14990,Motor,182365.94,Pending,,West,2024-11-23,
3683,11783,Motor,92684.02,Rejected,17.0,East,2024-04-27,2024-05-14
3684,11093,Property,59683.82,Approved,42.0,South,2024-03-22,2024-05-03
3685,14532,Motor,32462.52,Approved,42.0,West,2024-09-03,2024-10-15
3686,15117,Travel,138334.14,Pending,,South,2024-08-21,
3687,17938,Health,65885.21,Approved,6.0,North,2024-12-30,2025-01-05
3688,16746,Motor,182360.02,Approved,36.0,South,2024-06-01,2024-07-07
3689,12133,Motor,135847.43,Approved,15.0,South,2024-09-28,2024-10-13
3690,18709,Motor,130908.64,Approved,16.0,West,2024-02-04,2024-02-20
3691,18933,Health,114083.41,Approved,7.0,South,2024-07-31,2024-08-07
3692,16120,Health,13926.39,Approved,17.0,West,2024-07-29,2024-08-15
3693,12477,Health,186724.87,Approved,24.0,North,2024-05-18,2024-06-11
3694,14958,Property,127447.81,Approved,32.0,West,2024-07-07,2024-08-08
3695,16137,Health,198842.09,Approved,43.0,West,2024-10-26,2024-12-08
3696,12876,Motor,109784.5,Approved,13.0,East,2024-09-08,2024-09-21
3697,10042,Motor,143471.62,Rejected,42.0,South,2024-05-29,2024-07-10
3698,15829,Travel,15960.86,Approved,20.0,North,2024-12-06,2024-12-26
3699,13441,Motor,128188.55,Approved,13.0,West,2024-08-06,2024-08-19
3700,18595,Motor,154106.67,Pending,,North,2024-03-22,
3701,19518,Health,156810.29,Approved,3.0,East,2024-07-08,2024-07-11
3702,16346,Motor,155171.77,Approved,21.0,South,2024-08-21,2024-09-11
3703,16849,Property,49125.11,Approved,32.0,West,2024-06-24,2024-07-26
3704,16686,Health,195202.7,Rejected,10.0,South,2024-08-19,2024-08-29
3705,12650,Motor,199060.51,Pending,,East,2024-12-23,
3706,14345,Property,19741.2,Pending,,East,2024-03-03,
3707,10877,Motor,187607.05,Rejected,40.0,North,2024-08-24,2024-10-03
3708,11886,Motor,61442.59,Approved,38.0,West,2024-02-02,2024-03-11
3709,11303,Motor,139410.4,Approved,30.0,North,2024-07-31,2024-08-30
3710,11740,Motor,70931.63,Approved,20.0,East,2024-02-29,2024-03-20
3711,11112,Motor,193712.09,Approved,36.0,South,2024-01-02,2024-02-07
3712,13876,Motor,24793.25,Rejected,39.0,North,2024-02-26,2024-04-05
3713,16040,Motor,102060.63,Approved,27.0,North,2024-10-27,2024-11-23
3714,17452,Motor,88469.32,Approved,12.0,South,2024-10-13,2024-10-25
3715,16118,Health,68574.57,Rejected,37.0,North,2024-05-17,2024-06-23
3716,18439,Travel,130879.13,Approved,36.0,South,2024-10-05,2024-11-10
3717,16795,Motor,30555.87,Approved,5.0,West,2024-08-01,2024-08-06
3718,17044,Motor,144749.17,Approved,4.0,South,2024-08-26,2024-08-30
3719,10567,Motor,196215.46,Approved,13.0,West,2024-10-11,2024-10-24
3720,15958,Motor,161888.95,Approved,33.0,South,2024-01-31,2024-03-04
3721,19380,Health,172703.27,Approved,27.0,East,2024-07-24,2024-08-20
3722,11353,Health,75129.16,Approved,44.0,East,2024-09-30,2024-11-13
3723,15029,Motor,68352.89,Rejected,44.0,West,2024-01-11,2024-02-24
3724,19172,Motor,105824.43,Pending,,West,2024-12-24,
3725,14965,Motor,13916.69,Approved,39.0,East,2024-02-16,2024-03-26
3726,10168,Health,189344.84,Approved,30.0,West,2024-01-03,2024-02-02
3727,17712,Motor,33038.11,Rejected,20.0,South,2024-05-09,2024-05-29
3728,12671,Property,181087.54,Pending,,South,2024-03-12,
3729,10378,Health,21298.53,Approved,42.0,East,2024-06-07,2024-07-19
3730,11932,Motor,165411.86,Approved,28.0,North,2024-05-09,2024-06-06
3731,10193,Health,34632.69,Rejected,32.0,South,2024-01-22,2024-02-23
3732,18455,Property,12435.66,Approved,4.0,West,2024-05-14,2024-05-18
3733,19663,Health,145300.44,Approved,36.0,North,2024-01-20,2024-02-25
3734,14616,Motor,59651.73,Approved,25.0,North,2024-08-07,2024-09-01
3735,15014,Motor,144326.75,Approved,8.0,South,2024-11-28,2024-12-06
3736,17878,Travel,113241.62,Approved,36.0,South,2024-05-09,2024-06-14
3737,11300,Health,26217.44,Approved,22.0,North,2024-02-01,2024-02-23
3738,13200,Health,186765.36,Rejected,2.0,North,2024-03-30,2024-04-01
3739,13373,Travel,93201.26,Approved,7.0,East,2024-09-15,2024-09-22
3740,18765,Travel,148217.22,Approved,40.0,West,2024-10-24,2024-12-03
3741,19729,Property,102699.01,Approved,35.0,East,2024-11-28,2025-01-02
3742,11383,Motor,122850.49,Rejected,19.0,South,2024-09-05,2024-09-24
3743,19572,Health,64040.85,Approved,26.0,East,2024-06-21,2024-07-17
3744,13537,Health,44070.26,Approved,16.0,East,2024-12-22,2025-01-07
3745,17924,Health,110801.19,Approved,33.0,East,2024-02-16,2024-03-20
3746,19715,Health,90842.7,Rejected,43.0,East,2024-07-15,2024-08-27
3747,14991,Motor,81072.08,Approved,19.0,West,2024-02-03,2024-02-22
3748,15202,Health,136150.6,Approved,32.0,West,2024-09-10,2024-10-12
3749,13932,Health,139648.79,Approved,30.0,North,2024-09-04,2024-10-04
3750,13622,Motor,13954.41,Rejected,16.0,South,2024-02-11,2024-02-27
3751,19087,Motor,71055.18,Approved,24.0,East,2024-10-15,2024-11-08
3752,10464,Motor,85294.09,Rejected,39.0,North,2024-05-02,2024-06-10
3753,17980,Motor,23893.97,Rejected,42.0,North,2024-01-27,2024-03-09
3754,11610,Motor,51000.67,Pending,,North,2024-02-28,
3755,18804,Motor,15070.15,Approved,16.0,West,2024-05-26,2024-06-11
3756,10604,Health,199267.21,Pending,,East,2024-04-24,
3757,17967,Health,148628.65,Approved,4.0,East,2024-07-17,2024-07-21
3758,10620,Health,22052.78,Approved,20.0,South,2024-05-07,2024-05-27
3759,12602,Travel,8948.63,Rejected,2.0,East,2024-06-01,2024-06-03
3760,16473,Motor,145261.12,Approved,25.0,East,2024-09-27,2024-10-22
3761,13800,Motor,90642.47,Approved,12.0,North,2024-12-04,2024-12-16
3762,17098,Travel,158425.36,Approved,31.0,South,2024-03-23,2024-04-23
3763,16538,Motor,185077.83,Approved,12.0,East,2024-01-23,2024-02-04
3764,10155,Property,121863.58,Approved,40.0,West,2024-01-11,2024-02-20
3765,18160,Travel,41486.14,Rejected,2.0,East,2024-07-05,2024-07-07
3766,16681,Health,157527.84,Rejected,13.0,North,2024-04-25,2024-05-08
3767,12715,Property,191383.29,Approved,5.0,West,2024-06-10,2024-06-15
3768,14339,Motor,118145.1,Approved,26.0,North,2024-04-12,2024-05-08
3769,18070,Motor,137989.5,Pending,,East,2024-08-30,
3770,16690,Health,70807.57,Approved,16.0,West,2024-01-07,2024-01-23
3771,10449,Motor,79397.9,Approved,44.0,South,2024-12-27,2025-02-09
3772,11069,Property,148257.63,Approved,31.0,South,2024-06-20,2024-07-21
3773,14017,Motor,185915.36,Approved,41.0,West,2024-09-12,2024-10-23
3774,12819,Health,127652.74,Approved,33.0,West,2024-09-03,2024-10-06
3775,12285,Health,159020.34,Approved,36.0,North,2024-07-10,2024-08-15
3776,19382,Health,38468.83,Approved,22.0,West,2024-04-23,2024-05-15
3777,11399,Motor,46332.02,Approved,32.0,North,2024-01-23,2024-02-24
3778,12248,Motor,108746.76,Approved,37.0,East,2024-12-23,2025-01-29
3779,16375,Travel,39428.07,Rejected,28.0,North,2024-11-09,2024-12-07
3780,10723,Motor,128824.04,Rejected,9.0,West,2024-10-02,2024-10-11
3781,19633,Travel,61872.37,Approved,24.0,West,2024-05-15,2024-06-08
3782,15273,Health,159348.86,Approved,24.0,East,2024-12-22,2025-01-15
3783,17535,Health,162581.52,Pending,,West,2024-07-13,
3784,14820,Health,95438.55,Approved,34.0,West,2024-09-14,2024-10-18
3785,10086,Motor,40258.07,Rejected,14.0,South,2024-10-04,2024-10-18
3786,17697,Health,131121.12,Approved,40.0,South,2024-03-10,2024-04-19
3787,16846,Travel,198593.47,Pending,,East,2024-12-24,
3788,14149,Motor,126405.23,Approved,17.0,North,2024-12-25,2025-01-11
3789,11751,Property,11976.06,Approved,13.0,South,2024-02-05,2024-02-18
3790,15161,Motor,8372.33,Rejected,32.0,North,2024-04-17,2024-05-19
3791,13420,Motor,67470.58,Approved,6.0,West,2024-01-24,2024-01-30
3792,14837,Motor,43177.84,Approved,41.0,South,2024-05-19,2024-06-29
3793,12483,Property,163544.99,Approved,26.0,East,2024-01-22,2024-02-17
3794,13212,Motor,169737.11,Rejected,22.0,East,2024-12-04,2024-12-26
3795,13922,Travel,55430.66,Approved,4.0,East,2024-11-24,2024-11-28
3796,16310,Travel,68500.73,Approved,11.0,South,2024-07-22,2024-08-02
3797,16042,Motor,51068.16,Approved,24.0,North,2024-08-11,2024-09-04
3798,18013,Motor,182134.6,Approved,18.0,West,2024-08-10,2024-08-28
3799,19678,Health,103016.62,Approved,43.0,North,2024-03-21,2024-05-03
3800,13527,Motor,132946.72,Approved,36.0,North,2024-11-25,2024-12-31
3801,18264,Health,86019.01,Approved,26.0,West,2024-07-09,2024-08-04
3802,18916,Motor,128047.77,Approved,3.0,West,2024-10-12,2024-10-15
3803,13754,Motor,80241.8,Approved,28.0,South,2024-05-26,2024-06-23
3804,18162,Health,71237.3,Approved,10.0,South,2024-10-08,2024-10-18
3805,14365,Motor,128723.61,Approved,5.0,South,2024-01-11,2024-01-16
3806,18410,Motor,120257.11,Approved,27.0,South,2024-10-02,2024-10-29
3807,10546,Motor,62237.95,Pending,,South,2024-02-25,
3808,13729,Motor,34122.95,Approved,30.0,West,2024-06-21,2024-07-21
3809,17350,Health,76872.46,Rejected,23.0,North,2024-10-29,2024-11-21
3810,15884,Travel,85963.54,Approved,14.0,South,2024-07-22,2024-08-05
3811,11968,Motor,127593.45,Approved,24.0,South,2024-12-10,2025-01-03
3812,14516,Health,183333.11,Approved,32.0,North,2024-09-04,2024-10-06
3813,11259,Health,12056.04,Approved,42.0,South,2024-11-09,2024-12-21
3814,16992,Motor,52513.9,Pending,,North,2024-09-22,
3815,17756,Motor,42774.61,Pending,,North,2024-01-22,
3816,12933,Property,102947.41,Rejected,32.0,West,2024-11-22,2024-12-24
3817,12509,Health,88791.66,Approved,16.0,East,2024-01-24,2024-02-09
3818,11562,Health,147162.34,Approved,15.0,West,2024-07-12,2024-07-27
3819,19981,Health,52271.1,Approved,36.0,East,2024-04-05,2024-05-11
3820,18075,Motor,120927.18,Pending,,East,2024-09-19,
3821,13669,Health,177352.17,Approved,31.0,East,2024-03-12,2024-04-12
3822,12481,Health,182582.16,Approved,31.0,South,2024-08-30,2024-09-30
3823,17198,Health,191963.0,Approved,28.0,West,2024-02-07,2024-03-06
3824,10204,Motor,155785.92,Approved,41.0,East,2024-03-29,2024-05-09
3825,10741,Motor,181667.64,Pending,,North,2024-01-28,
3826,17049,Motor,50733.52,Approved,12.0,South,2024-04-01,2024-04-13
3827,14263,Property,43528.28,Approved,27.0,West,2024-02-23,2024-03-21
3828,17837,Motor,6265.18,Approved,22.0,East,2024-06-07,2024-06-29
3829,14737,Motor,142834.65,Rejected,10.0,North,2024-08-15,2024-08-25
3830,11105,Motor,187806.1,Approved,2.0,West,2024-02-10,2024-02-12
3831,16830,Motor,41452.39,Rejected,7.0,West,2024-02-06,2024-02-13
3832,14197,Health,129204.0,Approved,2.0,South,2024-05-04,2024-05-06
3833,10088,Health,150559.65,Rejected,23.0,West,2024-06-27,2024-07-20
3834,16488,Health,185884.78,Rejected,14.0,South,2024-11-27,2024-12-11
3835,13381,Motor,131137.74,Approved,39.0,East,2024-02-06,2024-03-16
3836,13185,Health,194207.28,Approved,42.0,South,2024-04-10,2024-05-22
3837,16679,Motor,72211.26,Approved,41.0,North,2024-01-31,2024-03-12
3838,16306,Motor,73236.06,Approved,32.0,South,2024-07-08,2024-08-09
3839,10864,Motor,110887.44,Rejected,16.0,North,2024-05-25,2024-06-10
3840,18246,Motor,79782.87,Approved,3.0,South,2024-03-30,2024-04-02
3841,14671,Motor,5278.02,Approved,32.0,West,2024-01-06,2024-02-07
3842,10557,Health,147695.54,Approved,27.0,East,2024-05-18,2024-06-14
3843,19184,Health,151584.82,Approved,3.0,North,2024-04-04,2024-04-07
3844,14291,Travel,150660.05,Rejected,12.0,South,2024-04-28,2024-05-10
3845,10447,Motor,72279.03,Approved,34.0,South,2024-04-29,2024-06-02
3846,11821,Motor,106846.45,Pending,,South,2024-05-02,
3847,13819,Motor,75194.84,Pending,,West,2024-10-11,
3848,10091,Property,8127.1,Approved,32.0,West,2024-06-27,2024-07-29
3849,10607,Health,114677.54,Approved,27.0,North,2024-11-20,2024-12-17
3850,19443,Health,29133.33,Rejected,31.0,North,2024-01-07,2024-02-07
3851,10285,Motor,20608.06,Approved,40.0,West,2024-11-07,2024-12-17
3852,12921,Health,152322.32,Approved,22.0,North,2024-05-06,2024-05-28
3853,10101,Motor,6853.71,Approved,17.0,East,2024-03-17,2024-04-03
3854,13835,Health,192006.65,Approved,8.0,East,2024-08-21,2024-08-29
3855,18169,Property,105474.8,Rejected,23.0,West,2024-11-13,2024-12-06
3856,14235,Property,196688.2,Approved,8.0,North,2024-03-14,2024-03-22
3857,19870,Health,16309.53,Approved,3.0,South,2024-09-27,2024-09-30
3858,17509,Motor,118788.26,Pending,,East,2024-11-04,
3859,16716,Property,73118.77,Rejected,15.0,West,2024-04-29,2024-05-14
3860,10534,Health,169479.09,Approved,9.0,North,2024-02-04,2024-02-13
3861,16666,Motor,75438.43,Rejected,30.0,West,2024-07-25,2024-08-24
3862,18207,Motor,55795.08,Approved,8.0,South,2024-09-26,2024-10-04
3863,18752,Motor,172222.86,Rejected,39.0,East,2024-04-02,2024-05-11
3864,12925,Motor,78057.35,Approved,23.0,West,2024-06-25,2024-07-18
3865,10909,Motor,8282.5,Approved,18.0,West,2024-09-30,2024-10-18
3866,19605,Health,81106.37,Rejected,17.0,West,2024-06-27,2024-07-14
3867,15008,Motor,132631.84,Approved,34.0,South,2024-05-08,2024-06-11
3868,10118,Motor,54600.11,Pending,,West,2024-05-04,
3869,13113,Health,89237.58,Approved,36.0,South,2024-01-27,2024-03-03
3870,16153,Travel,16059.45,Pending,,South,2024-03-04,
3871,11491,Health,119678.09,Pending,,South,2024-02-29,
3872,12096,Motor,152477.51,Approved,4.0,East,2024-08-06,2024-08-10
3873,17944,Property,85595.95,Rejected,4.0,East,2024-08-04,2024-08-08
3874,12254,Property,86945.36,Approved,9.0,West,2024-06-17,2024-06-26
3875,18705,Motor,22215.09,Pending,,West,2024-05-28,
3876,16103,Motor,44378.47,Approved,10.0,East,2024-09-26,2024-10-06
3877,11233,Health,35161.68,Rejected,6.0,North,2024-04-25,2024-05-01
3878,15258,Travel,98929.11,Approved,29.0,East,2024-09-01,2024-09-30
3879,19671,Property,108204.83,Approved,16.0,South,2024-05-27,2024-06-12
3880,15631,Travel,190043.33,Approved,28.0,East,2024-04-01,2024-04-29
3881,13349,Health,19280.14,Approved,43.0,South,2024-03-25,2024-05-07
3882,19732,Health,121974.25,Rejected,32.0,West,2024-03-27,2024-04-28
3883,10129,Motor,107667.21,Approved,41.0,North,2024-04-29,2024-06-09
3884,13716,Motor,105665.45,Approved,19.0,West,2024-12-05,2024-12-24
3885,16754,Motor,175266.06,Approved,39.0,South,2024-01-24,2024-03-03
3886,13743,Health,45080.0,Approved,5.0,South,2024-03-29,2024-04-03
3887,11771,Health,12950.79,Approved,22.0,South,2024-02-06,2024-02-28
3888,14454,Health,136092.94,Rejected,43.0,North,2024-12-07,2025-01-19
3889,16770,Motor,72305.71,Pending,,East,2024-09-27,
3890,17250,Health,8430.03,Approved,23.0,West,2024-01-12,2024-02-04
3891,15273,Motor,54017.93,Approved,2.0,West,2024-04-04,2024-04-06
3892,18697,Motor,65318.72,Approved,26.0,East,2024-01-31,2024-02-26
3893,15628,Health,125283.48,Approved,42.0,West,2024-12-15,2025-01-26
3894,14913,Health,38654.23,Approved,29.0,North,2024-08-20,2024-09-18
3895,19030,Property,85545.6,Rejected,38.0,West,2024-12-05,2025-01-12
3896,14718,Motor,99082.71,Approved,12.0,South,2024-11-23,2024-12-05
3897,12676,Motor,94551.29,Rejected,23.0,East,2024-10-26,2024-11-18
3898,10096,Motor,194918.45,Approved,26.0,North,2024-10-12,2024-11-07
3899,11963,Motor,13873.33,Approved,22.0,East,2024-02-04,2024-02-26
3900,15401,Travel,190438.8,Approved,37.0,North,2024-01-21,2024-02-27
3901,17767,Health,118477.76,Approved,21.0,South,2024-04-20,2024-05-11
3902,10598,Travel,160166.9,Approved,17.0,East,2024-11-14,2024-12-01
3903,13963,Motor,88926.56,Rejected,29.0,West,2024-12-13,2025-01-11
3904,18620,Travel,93498.39,Approved,30.0,North,2024-05-24,2024-06-23
3905,17293,Motor,176468.67,Rejected,27.0,East,2024-01-12,2024-02-08
3906,11324,Travel,179707.23,Approved,41.0,West,2024-08-31,2024-10-11
3907,18111,Motor,51544.33,Approved,3.0,East,2024-05-25,2024-05-28
3908,11767,Motor,43852.17,Approved,11.0,East,2024-08-26,2024-09-06
3909,15164,Health,101765.86,Approved,14.0,East,2024-04-01,2024-04-15
3910,19708,Property,180554.02,Approved,16.0,North,2024-11-11,2024-11-27
3911,11339,Motor,67859.24,Approved,10.0,West,2024-11-18,2024-11-28
3912,19168,Motor,132142.85,Approved,28.0,South,2024-04-24,2024-05-22
3913,16466,Travel,143089.58,Approved,9.0,North,2024-01-15,2024-01-24
3914,19806,Motor,156841.56,Approved,7.0,North,2024-09-28,2024-10-05
3915,19776,Motor,114965.27,Approved,37.0,North,2024-01-22,2024-02-28
3916,15463,Motor,83478.76,Approved,25.0,South,2024-04-27,2024-05-22
3917,15490,Motor,193568.12,Pending,,West,2024-04-04,
3918,14061,Property,124209.5,Approved,27.0,West,2024-09-13,2024-10-10
3919,17604,Health,147070.22,Rejected,37.0,West,2024-11-26,2025-01-02
3920,11270,Health,72271.65,Approved,22.0,East,2024-09-18,2024-10-10
3921,10218,Property,135640.09,Rejected,14.0,East,2024-03-27,2024-04-10
3922,10533,Motor,55270.54,Approved,12.0,East,2024-11-13,2024-11-25
3923,17951,Motor,52793.9,Pending,,South,2024-02-27,
3924,19687,Motor,144370.83,Approved,15.0,East,2024-08-17,2024-09-01
3925,19565,Motor,106671.97,Rejected,34.0,South,2024-04-17,2024-05-21
3926,13823,Motor,138238.94,Approved,3.0,West,2024-01-19,2024-01-22
3927,10064,Property,57540.51,Approved,2.0,East,2024-12-30,2025-01-01
3928,14341,Health,121751.05,Approved,12.0,East,2024-05-20,2024-06-01
